"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_eiko_epoch","best style a mix - train_eiko_epoch__MIN","best style a mix - train_eiko_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_eiko_epoch","best curve a mix - train_eiko_epoch__MIN","best curve a mix - train_eiko_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_eiko_epoch","best curve a meta - train_eiko_epoch__MIN","best curve a meta - train_eiko_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_eiko_epoch","best style a meta - train_eiko_epoch__MIN","best style a meta - train_eiko_epoch__MAX"
"52250","52250","52250","52250","0.0004409827772760764","0.0004409827772760764","0.0004409827772760764","52250","52250","52250","0.002031943364068866","0.002031943364068866","0.002031943364068866","52250","52250","52250","0.0031149434067774566","0.0031149434067774566","0.0031149434067774566","52250","52250","52250","0.0005921591443475336","0.0005921591443475336","0.0005921591443475336"
"52500","52500","52500","52500","0.0005267304643057286","0.0005267304643057286","0.0005267304643057286","52500","52500","52500","0.0021052025182871146","0.0021052025182871146","0.0021052025182871146","52500","52500","52500","0.003173350966302678","0.003173350966302678","0.003173350966302678","52500","52500","52500","0.0005890431367442943","0.0005890431367442943","0.0005890431367442943"
"52750","52750","52750","52750","0.0004518800572841428","0.0004518800572841428","0.0004518800572841428","52750","52750","52750","0.002141530215740204","0.002141530215740204","0.002141530215740204","52750","52750","52750","0.0031270851583685725","0.0031270851583685725","0.0031270851583685725","52750","52750","52750","0.000588722436747048","0.000588722436747048","0.000588722436747048"
"53000","53000","53000","53000","0.00042206447271746586","0.00042206447271746586","0.00042206447271746586","53000","53000","53000","0.00204891396407038","0.00204891396407038","0.00204891396407038","53000","53000","53000","0.0031552183227613567","0.0031552183227613567","0.0031552183227613567","53000","53000","53000","0.0005839908886118792","0.0005839908886118792","0.0005839908886118792"
"53250","53250","53250","53250","0.0004088443237415049","0.0004088443237415049","0.0004088443237415049","53250","53250","53250","0.0020451389447553084","0.0020451389447553084","0.0020451389447553084","53250","53250","53250","0.0031148357917554674","0.0031148357917554674","0.0031148357917554674","53250","53250","53250","0.0005846599422511644","0.0005846599422511644","0.0005846599422511644"
"53500","53500","53500","53500","0.00058561602543341","0.00058561602543341","0.00058561602543341","53500","53500","53500","0.002103551553329453","0.002103551553329453","0.002103551553329453","53500","53500","53500","0.0031407931060530247","0.0031407931060530247","0.0031407931060530247","53500","53500","53500","0.0005793146593496203","0.0005793146593496203","0.0005793146593496203"
"53750","53750","53750","53750","0.00043387987924506887","0.00043387987924506887","0.00043387987924506887","53750","53750","53750","0.002029889938188717","0.002029889938188717","0.002029889938188717","53750","53750","53750","0.0030813921019434928","0.0030813921019434928","0.0030813921019434928","53750","53750","53750","0.0005784266222035512","0.0005784266222035512","0.0005784266222035512"
"54000","54000","54000","54000","0.0005103073242353275","0.0005103073242353275","0.0005103073242353275","54000","54000","54000","0.002093315055128187","0.002093315055128187","0.002093315055128187","54000","54000","54000","0.003192369144409895","0.003192369144409895","0.003192369144409895","54000","54000","54000","0.0005786570343771019","0.0005786570343771019","0.0005786570343771019"
"54250","54250","54250","54250","0.00043409396958304567","0.00043409396958304567","0.00043409396958304567","54250","54250","54250","0.0021175546878948806","0.0021175546878948806","0.0021175546878948806","54250","54250","54250","0.003064064476871863","0.003064064476871863","0.003064064476871863","54250","54250","54250","0.0005773597099469044","0.0005773597099469044","0.0005773597099469044"
"54500","54500","54500","54500","0.0004111737774510402","0.0004111737774510402","0.0004111737774510402","54500","54500","54500","0.002029575223219581","0.002029575223219581","0.002029575223219581","54500","54500","54500","0.003056329065468162","0.003056329065468162","0.003056329065468162","54500","54500","54500","0.0005795589338522404","0.0005795589338522404","0.0005795589338522404"
"54750","54750","54750","54750","0.0004056829398032278","0.0004056829398032278","0.0004056829398032278","54750","54750","54750","0.002020943333860487","0.002020943333860487","0.002020943333860487","54750","54750","54750","0.0030593896785285324","0.0030593896785285324","0.0030593896785285324","54750","54750","54750","0.0005746025963744614","0.0005746025963744614","0.0005746025963744614"
"55000","55000","55000","55000","0.00040114946622634307","0.00040114946622634307","0.00040114946622634307","55000","55000","55000","0.0020106998197734357","0.0020106998197734357","0.0020106998197734357","55000","55000","55000","0.003060403652722016","0.003060403652722016","0.003060403652722016","55000","55000","55000","0.0005723606296232902","0.0005723606296232902","0.0005723606296232902"
"55250","55250","55250","55250","0.0005304163334949408","0.0005304163334949408","0.0005304163334949408","55250","55250","55250","0.0020077454382553695","0.0020077454382553695","0.0020077454382553695","55250","55250","55250","0.0030524885368067773","0.0030524885368067773","0.0030524885368067773","55250","55250","55250","0.0005704281411017291","0.0005704281411017291","0.0005704281411017291"
"55500","55500","55500","55500","0.000434176967071835","0.000434176967071835","0.000434176967071835","55500","55500","55500","0.002008630549069494","0.002008630549069494","0.002008630549069494","55500","55500","55500","0.0030337353420909494","0.0030337353420909494","0.0030337353420909494","55500","55500","55500","0.0005724929283605889","0.0005724929283605889","0.0005724929283605889"
"55750","55750","55750","55750","0.00041499729521456174","0.00041499729521456174","0.00041499729521456174","55750","55750","55750","0.002250957026844844","0.002250957026844844","0.002250957026844844","55750","55750","55750","0.003082551827421412","0.003082551827421412","0.003082551827421412","55750","55750","55750","0.0005695540575543418","0.0005695540575543418","0.0005695540575543418"
"56000","56000","56000","56000","0.0004065855076769367","0.0004065855076769367","0.0004065855076769367","56000","56000","56000","0.002063379359431565","0.002063379359431565","0.002063379359431565","56000","56000","56000","0.0030180888704489915","0.0030180888704489915","0.0030180888704489915","56000","56000","56000","0.0005737732373527251","0.0005737732373527251","0.0005737732373527251"
"56250","56250","56250","56250","0.0004897344865894411","0.0004897344865894411","0.0004897344865894411","56250","56250","56250","0.002024048403953202","0.002024048403953202","0.002024048403953202","56250","56250","56250","0.0030216663567116486","0.0030216663567116486","0.0030216663567116486","56250","56250","56250","0.000568873179727234","0.000568873179727234","0.000568873179727234"
"56500","56500","56500","56500","0.00045171067919000054","0.00045171067919000054","0.00045171067919000054","56500","56500","56500","0.002006002830574289","0.002006002830574289","0.002006002830574289","56500","56500","56500","0.003015089611057192","0.003015089611057192","0.003015089611057192","56500","56500","56500","0.00056696494523203","0.00056696494523203","0.00056696494523203"
"56750","56750","56750","56750","0.00041081983866752127","0.00041081983866752127","0.00041081983866752127","56750","56750","56750","0.001993421692983247","0.001993421692983247","0.001993421692983247","56750","56750","56750","0.0030292671169154348","0.0030292671169154348","0.0030292671169154348","56750","56750","56750","0.0005650775265530683","0.0005650775265530683","0.0005650775265530683"
"57000","57000","57000","57000","0.00039776508390787057","0.00039776508390787057","0.00039776508390787057","57000","57000","57000","0.0020005814625183123","0.0020005814625183123","0.0020005814625183123","57000","57000","57000","0.003049545844551176","0.003049545844551176","0.003049545844551176","57000","57000","57000","0.0005630079913535156","0.0005630079913535156","0.0005630079913535156"
"57250","57250","57250","57250","0.00039391985887777994","0.00039391985887777994","0.00039391985887777994","57250","57250","57250","0.001988007941748947","0.001988007941748947","0.001988007941748947","57250","57250","57250","0.00299237323529087","0.00299237323529087","0.00299237323529087","57250","57250","57250","0.0005636725380027202","0.0005636725380027202","0.0005636725380027202"
"57500","57500","57500","57500","0.00039247337402775886","0.00039247337402775886","0.00039247337402775886","57500","57500","57500","0.001989709550398402","0.001989709550398402","0.001989709550398402","57500","57500","57500","0.00297798842121847","0.00297798842121847","0.00297798842121847","57500","57500","57500","0.0005624999380670488","0.0005624999380670488","0.0005624999380670488"
"57750","57750","57750","57750","0.00038990749706863424","0.00038990749706863424","0.00038990749706863424","57750","57750","57750","0.0019939205180853604","0.0019939205180853604","0.0019939205180853604","57750","57750","57750","0.00297879424598068","0.00297879424598068","0.00297879424598068","57750","57750","57750","0.0005590208501089364","0.0005590208501089364","0.0005590208501089364"
"58000","58000","58000","58000","0.0003903595493757166","0.0003903595493757166","0.0003903595493757166","58000","58000","58000","0.001976948876166716","0.001976948876166716","0.001976948876166716","58000","58000","58000","0.0030924813584424556","0.0030924813584424556","0.0030924813584424556","58000","58000","58000","0.0005597010339843109","0.0005597010339843109","0.0005597010339843109"
"58250","58250","58250","58250","0.00046395777381258083","0.00046395777381258083","0.00046395777381258083","58250","58250","58250","0.001980465469416231","0.001980465469416231","0.001980465469416231","58250","58250","58250","0.0029878199752420187","0.0029878199752420187","0.0029878199752420187","58250","58250","58250","0.0005588479222496972","0.0005588479222496972","0.0005588479222496972"
"58500","58500","58500","58500","0.0005167219721479341","0.0005167219721479341","0.0005167219721479341","58500","58500","58500","0.0020077241961844266","0.0020077241961844266","0.0020077241961844266","58500","58500","58500","0.002976835412438959","0.002976835412438959","0.002976835412438959","58500","58500","58500","0.0005562039571232162","0.0005562039571232162","0.0005562039571232162"
"58750","58750","58750","58750","0.00042741470734472385","0.00042741470734472385","0.00042741470734472385","58750","58750","58750","0.0020033283359371127","0.0020033283359371127","0.0020033283359371127","58750","58750","58750","0.003203879720065743","0.003203879720065743","0.003203879720065743","58750","58750","58750","0.0005561933750868775","0.0005561933750868775","0.0005561933750868775"
"59000","59000","59000","59000","0.0004158390250231605","0.0004158390250231605","0.0004158390250231605","59000","59000","59000","0.002018116728286259","0.002018116728286259","0.002018116728286259","59000","59000","59000","0.0029860021942295133","0.0029860021942295133","0.0029860021942295133","59000","59000","59000","0.0005562479821965098","0.0005562479821965098","0.0005562479821965098"
"59250","59250","59250","59250","0.0004123212686390616","0.0004123212686390616","0.0004123212686390616","59250","59250","59250","0.0020179056448396296","0.0020179056448396296","0.0020179056448396296","59250","59250","59250","0.0029418879891745745","0.0029418879891745745","0.0029418879891745745","59250","59250","59250","0.0005543284426967148","0.0005543284426967148","0.0005543284426967148"
"59500","59500","59500","59500","0.0003971935998124536","0.0003971935998124536","0.0003971935998124536","59500","59500","59500","0.0019886485910974444","0.0019886485910974444","0.0019886485910974444","59500","59500","59500","0.002950048080878332","0.002950048080878332","0.002950048080878332","59500","59500","59500","0.0005524578992044553","0.0005524578992044553","0.0005524578992044553"
