"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_mse_epoch","best style a mix - train_mse_epoch__MIN","best style a mix - train_mse_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_mse_epoch","best curve a mix - train_mse_epoch__MIN","best curve a mix - train_mse_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_mse_epoch","best curve a meta - train_mse_epoch__MIN","best curve a meta - train_mse_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_mse_epoch","best style a meta - train_mse_epoch__MIN","best style a meta - train_mse_epoch__MAX"
"62250","62250","62250","62250","0.0016451106214895844","0.0016451106214895844","0.0016451106214895844","62250","62250","62250","0.008506220849975944","0.008506220849975944","0.008506220849975944","62250","62250","62250","0.01241000442057848","0.01241000442057848","0.01241000442057848","62250","62250","62250","0.0021824033422395586","0.0021824033422395586","0.0021824033422395586"
"62500","62500","62500","62500","0.0015569528564810752","0.0015569528564810752","0.0015569528564810752","62500","62500","62500","0.008842339910566807","0.008842339910566807","0.008842339910566807","62500","62500","62500","0.012416052700579166","0.012416052700579166","0.012416052700579166","62500","62500","62500","0.002171075826883316","0.002171075826883316","0.002171075826883316"
"62750","62750","62750","62750","0.0015522868231870235","0.0015522868231870235","0.0015522868231870235","62750","62750","62750","0.008772008617967368","0.008772008617967368","0.008772008617967368","62750","62750","62750","0.0122810730651021","0.0122810730651021","0.0122810730651021","62750","62750","62750","0.0021741667510941625","0.0021741667510941625","0.0021741667510941625"
"63000","63000","63000","63000","0.0015418501149863004","0.0015418501149863004","0.0015418501149863004","63000","63000","63000","0.008616596518456936","0.008616596518456936","0.008616596518456936","63000","63000","63000","0.012313215830922127","0.012313215830922127","0.012313215830922127","63000","63000","63000","0.0021765021573752165","0.0021765021573752165","0.0021765021573752165"
"63250","63250","63250","63250","0.0015385922905057669","0.0015385922905057669","0.0015385922905057669","63250","63250","63250","0.008458404720574617","0.008458404720574617","0.008458404720574617","63250","63250","63250","0.01226714122146368","0.01226714122146368","0.01226714122146368","63250","63250","63250","0.0021669417275115847","0.0021669417275115847","0.0021669417275115847"
"63500","63500","63500","63500","0.0015868837611749769","0.0015868837611749769","0.0015868837611749769","63500","63500","63500","0.008459101910889149","0.008459101910889149","0.008459101910889149","63500","63500","63500","0.012399667919427157","0.012399667919427157","0.012399667919427157","63500","63500","63500","0.0021625062882900236","0.0021625062882900236","0.0021625062882900236"
"63750","63750","63750","63750","0.0015598865916021168","0.0015598865916021168","0.0015598865916021168","63750","63750","63750","0.008590845589339733","0.008590845589339733","0.008590845589339733","63750","63750","63750","0.012308732083439827","0.012308732083439827","0.012308732083439827","63750","63750","63750","0.0021568569431081415","0.0021568569431081415","0.0021568569431081415"
"64000","64000","64000","64000","0.0015343436720781029","0.0015343436720781029","0.0015343436720781029","64000","64000","64000","0.00845623286664486","0.00845623286664486","0.00845623286664486","64000","64000","64000","0.0122943065777421","0.0122943065777421","0.0122943065777421","64000","64000","64000","0.002150744261033833","0.002150744261033833","0.002150744261033833"
"64250","64250","64250","64250","0.0015471748859621584","0.0015471748859621584","0.0015471748859621584","64250","64250","64250","0.008760335449129342","0.008760335449129342","0.008760335449129342","64250","64250","64250","0.012286530429124832","0.012286530429124832","0.012286530429124832","64250","64250","64250","0.002161199680902064","0.002161199680902064","0.002161199680902064"
"64500","64500","64500","64500","0.0015481134353205561","0.0015481134353205561","0.0015481134353205561","64500","64500","64500","0.008539363930374385","0.008539363930374385","0.008539363930374385","64500","64500","64500","0.012248109294474126","0.012248109294474126","0.012248109294474126","64500","64500","64500","0.002147161539644003","0.002147161539644003","0.002147161539644003"
"64750","64750","64750","64750","0.001539511879067868","0.001539511879067868","0.001539511879067868","64750","64750","64750","0.008460950322821736","0.008460950322821736","0.008460950322821736","64750","64750","64750","0.012257672118395567","0.012257672118395567","0.012257672118395567","64750","64750","64750","0.002146405959315598","0.002146405959315598","0.002146405959315598"
"65000","65000","65000","65000","0.00158952911272645","0.00158952911272645","0.00158952911272645","65000","65000","65000","0.008516728559881448","0.008516728559881448","0.008516728559881448","65000","65000","65000","0.01222082725763321","0.01222082725763321","0.01222082725763321","65000","65000","65000","0.002134849348850548","0.002134849348850548","0.002134849348850548"
"65250","65250","65250","65250","0.001562799089215696","0.001562799089215696","0.001562799089215696","65250","65250","65250","0.00844359842762351","0.00844359842762351","0.00844359842762351","65250","65250","65250","0.012219246349856258","0.012219246349856258","0.012219246349856258","65250","65250","65250","0.0021383497681468724","0.0021383497681468724","0.0021383497681468724"
"65500","65500","65500","65500","0.0015511525608599185","0.0015511525608599185","0.0015511525608599185","65500","65500","65500","0.008327340368181467","0.008327340368181467","0.008327340368181467","65500","65500","65500","0.012207976914197206","0.012207976914197206","0.012207976914197206","65500","65500","65500","0.002137340581417084","0.002137340581417084","0.002137340581417084"
"65750","65750","65750","65750","0.0015596910901367665","0.0015596910901367665","0.0015596910901367665","65750","65750","65750","0.008612239814549685","0.008612239814549685","0.008612239814549685","65750","65750","65750","0.012296106193214655","0.012296106193214655","0.012296106193214655","65750","65750","65750","0.00212787133641541","0.00212787133641541","0.00212787133641541"
"66000","66000","66000","66000","0.0017789062978699804","0.0017789062978699804","0.0017789062978699804","66000","66000","66000","0.008459761919081212","0.008459761919081212","0.008459761919081212","66000","66000","66000","0.012166049945354461","0.012166049945354461","0.012166049945354461","66000","66000","66000","0.002124172949977219","0.002124172949977219","0.002124172949977219"
"66250","66250","66250","66250","0.001997574166767299","0.001997574166767299","0.001997574166767299","66250","66250","66250","0.008440279918909072","0.008440279918909072","0.008440279918909072","66250","66250","66250","0.012537693278491496","0.012537693278491496","0.012537693278491496","66250","66250","66250","0.002131862525641918","0.002131862525641918","0.002131862525641918"
"66500","66500","66500","66500","0.0018881726783700288","0.0018881726783700288","0.0018881726783700288","66500","66500","66500","0.008450865404307843","0.008450865404307843","0.008450865404307843","66500","66500","66500","0.012283453683555125","0.012283453683555125","0.012283453683555125","66500","66500","66500","0.002136888967640698","0.002136888967640698","0.002136888967640698"
"66750","66750","66750","66750","0.0016928890183568002","0.0016928890183568002","0.0016928890183568002","66750","66750","66750","0.008736900944262743","0.008736900944262743","0.008736900944262743","66750","66750","66750","0.012114649699628353","0.012114649699628353","0.012114649699628353","66750","66750","66750","0.002118470687046647","0.002118470687046647","0.002118470687046647"
"67000","67000","67000","67000","0.0016286800937727094","0.0016286800937727094","0.0016286800937727094","67000","67000","67000","0.008391068889945745","0.008391068889945745","0.008391068889945745","67000","67000","67000","0.012040511363744736","0.012040511363744736","0.012040511363744736","67000","67000","67000","0.0021116196133196354","0.0021116196133196354","0.0021116196133196354"
"67250","67250","67250","67250","0.0016266099575906992","0.0016266099575906992","0.0016266099575906992","67250","67250","67250","0.008640213622152806","0.008640213622152806","0.008640213622152806","67250","67250","67250","0.012360002793371678","0.012360002793371678","0.012360002793371678","67250","67250","67250","0.0021096283910796046","0.0021096283910796046","0.0021096283910796046"
"67500","67500","67500","67500","0.0015984457023441791","0.0015984457023441791","0.0015984457023441791","67500","67500","67500","0.008444055020436644","0.008444055020436644","0.008444055020436644","67500","67500","67500","0.012064966934174299","0.012064966934174299","0.012064966934174299","67500","67500","67500","0.0021041216526180508","0.0021041216526180508","0.0021041216526180508"
"67750","67750","67750","67750","0.0015703668475151062","0.0015703668475151062","0.0015703668475151062","67750","67750","67750","0.00836722241565585","0.00836722241565585","0.00836722241565585","67750","67750","67750","0.012026948892325163","0.012026948892325163","0.012026948892325163","67750","67750","67750","0.002109720061160624","0.002109720061160624","0.002109720061160624"
"68000","68000","68000","68000","0.0015439750821329653","0.0015439750821329653","0.0015439750821329653","68000","68000","68000","0.008443538895249366","0.008443538895249366","0.008443538895249366","68000","68000","68000","0.011994121339917183","0.011994121339917183","0.011994121339917183","68000","68000","68000","0.0021121020417660475","0.0021121020417660475","0.0021121020417660475"
"68250","68250","68250","68250","0.0015419659595005215","0.0015419659595005215","0.0015419659595005215","68250","68250","68250","0.0085639176517725","0.0085639176517725","0.0085639176517725","68250","68250","68250","0.012059037470817565","0.012059037470817565","0.012059037470817565","68250","68250","68250","0.0020950264593586326","0.0020950264593586326","0.0020950264593586326"
"68500","68500","68500","68500","0.0015247113585472108","0.0015247113585472108","0.0015247113585472108","68500","68500","68500","0.008665050494670867","0.008665050494670867","0.008665050494670867","68500","68500","68500","0.012300401608645916","0.012300401608645916","0.012300401608645916","68500","68500","68500","0.0020981467017903922","0.0020981467017903922","0.0020981467017903922"
"68750","68750","68750","68750","0.0015240926524624227","0.0015240926524624227","0.0015240926524624227","68750","68750","68750","0.00840498159378767","0.00840498159378767","0.00840498159378767","68750","68750","68750","0.012068520076572895","0.012068520076572895","0.012068520076572895","68750","68750","68750","0.0020950388787314297","0.0020950388787314297","0.0020950388787314297"
"69000","69000","69000","69000","0.0015726864770054818","0.0015726864770054818","0.0015726864770054818","69000","69000","69000","0.008311794986575843","0.008311794986575843","0.008311794986575843","69000","69000","69000","0.01198955519348383","0.01198955519348383","0.01198955519348383","69000","69000","69000","0.0020868610138073565","0.0020868610138073565","0.0020868610138073565"
"69250","69250","69250","69250","0.0015214090023189784","0.0015214090023189784","0.0015214090023189784","69250","69250","69250","0.00846046553403139","0.00846046553403139","0.00846046553403139","69250","69250","69250","0.011962463782727719","0.011962463782727719","0.011962463782727719","69250","69250","69250","0.002088747363165021","0.002088747363165021","0.002088747363165021"
"69500","69500","69500","69500","0.0015111831096932293","0.0015111831096932293","0.0015111831096932293","69500","69500","69500","0.00840110391639173","0.00840110391639173","0.00840110391639173","69500","69500","69500","0.012033307193219663","0.012033307193219663","0.012033307193219663","69500","69500","69500","0.0020886860420927405","0.0020886860420927405","0.0020886860420927405"
"69750","69750","69750","69750","0.0015166690094396472","0.0015166690094396472","0.0015166690094396472","69750","69750","69750","0.008754082400351762","0.008754082400351762","0.008754082400351762","69750","69750","69750","0.012020316824316979","0.012020316824316979","0.012020316824316979","69750","69750","69750","0.0020877261819317937","0.0020877261819317937","0.0020877261819317937"
"70000","70000","70000","70000","0.001523578101489693","0.001523578101489693","0.001523578101489693","70000","70000","70000","0.008336386964097619","0.008336386964097619","0.008336386964097619","70000","70000","70000","0.011913511864840985","0.011913511864840985","0.011913511864840985","70000","70000","70000","0.0020808917984366415","0.0020808917984366415","0.0020808917984366415"
"70250","70250","70250","70250","0.0015178971391171217","0.0015178971391171217","0.0015178971391171217","70250","70250","70250","0.008423725032433868","0.008423725032433868","0.008423725032433868","70250","70250","70250","0.011941292548179626","0.011941292548179626","0.011941292548179626","70250","70250","70250","0.002137719516456127","0.002137719516456127","0.002137719516456127"
"70500","70500","70500","70500","0.0015161781137809156","0.0015161781137809156","0.0015161781137809156","70500","70500","70500","0.008337010498344899","0.008337010498344899","0.008337010498344899","70500","70500","70500","0.011915894477069379","0.011915894477069379","0.011915894477069379","70500","70500","70500","0.0020840927286073564","0.0020840927286073564","0.0020840927286073564"
"70750","70750","70750","70750","0.00154793374016881","0.00154793374016881","0.00154793374016881","70750","70750","70750","0.008256782272458076","0.008256782272458076","0.008256782272458076","70750","70750","70750","0.011852878438681365","0.011852878438681365","0.011852878438681365","70750","70750","70750","0.002063167938217521","0.002063167938217521","0.002063167938217521"
"71000","71000","71000","71000","0.001575085192359984","0.001575085192359984","0.001575085192359984","71000","71000","71000","0.008348160388320685","0.008348160388320685","0.008348160388320685","71000","71000","71000","0.011922666436433792","0.011922666436433792","0.011922666436433792","71000","71000","71000","0.002068299717642367","0.002068299717642367","0.002068299717642367"
"71250","71250","71250","71250","0.0015201252555474638","0.0015201252555474638","0.0015201252555474638","71250","71250","71250","0.008327464675158262","0.008327464675158262","0.008327464675158262","71250","71250","71250","0.011923324635624885","0.011923324635624885","0.011923324635624885","71250","71250","71250","0.0020637905457988382","0.0020637905457988382","0.0020637905457988382"
"71500","71500","71500","71500","0.0018553412141278387","0.0018553412141278387","0.0018553412141278387","71500","71500","71500","0.00828788925036788","0.00828788925036788","0.00828788925036788","71500","71500","71500","0.011844282640516759","0.011844282640516759","0.011844282640516759","71500","71500","71500","0.0020560599002987148","0.0020560599002987148","0.0020560599002987148"
"71750","71750","71750","71750","0.0016799404636025428","0.0016799404636025428","0.0016799404636025428","71750","71750","71750","0.008267175682634116","0.008267175682634116","0.008267175682634116","71750","71750","71750","0.011998652002215386","0.011998652002215386","0.011998652002215386","71750","71750","71750","0.0020632981752976777","0.0020632981752976777","0.0020632981752976777"
"72000","72000","72000","72000","0.001577275517396629","0.001577275517396629","0.001577275517396629","72000","72000","72000","0.008331759865581989","0.008331759865581989","0.008331759865581989","72000","72000","72000","0.011862759931385518","0.011862759931385518","0.011862759931385518","72000","72000","72000","0.0020628281965851783","0.0020628281965851783","0.0020628281965851783"
"72250","72250","72250","72250","0.0015457296726293862","0.0015457296726293862","0.0015457296726293862","72250","72250","72250","0.00829002665579319","0.00829002665579319","0.00829002665579319","72250","72250","72250","0.011835742980241775","0.011835742980241775","0.011835742980241775","72250","72250","72250","0.0020612768962979316","0.0020612768962979316","0.0020612768962979316"
"72500","72500","72500","72500","0.0015173758377321064","0.0015173758377321064","0.0015173758377321064","72500","72500","72500","0.008361115022748708","0.008361115022748708","0.008361115022748708","72500","72500","72500","0.011801585696637631","0.011801585696637631","0.011801585696637631","72500","72500","72500","0.002056402118317783","0.002056402118317783","0.002056402118317783"
"72750","72750","72750","72750","0.001635484303534031","0.001635484303534031","0.001635484303534031","72750","72750","72750","0.008350725834444165","0.008350725834444165","0.008350725834444165","72750","72750","72750","0.011843310770392418","0.011843310770392418","0.011843310770392418","72750","72750","72750","0.0020570877341553567","0.0020570877341553567","0.0020570877341553567"
"73000","73000","73000","73000","0.0015465164415538312","0.0015465164415538312","0.0015465164415538312","73000","73000","73000","0.008329399087280035","0.008329399087280035","0.008329399087280035","73000","73000","73000","0.011819090875983238","0.011819090875983238","0.011819090875983238","73000","73000","73000","0.0020425052570179104","0.0020425052570179104","0.0020425052570179104"
"73250","73250","73250","73250","0.0015608602258376776","0.0015608602258376776","0.0015608602258376776","73250","73250","73250","0.0082872120115906","0.0082872120115906","0.0082872120115906","73250","73250","73250","0.011824950035661459","0.011824950035661459","0.011824950035661459","73250","73250","73250","0.0020471730986610054","0.0020471730986610054","0.0020471730986610054"
"73500","73500","73500","73500","0.0015130094441585243","0.0015130094441585243","0.0015130094441585243","73500","73500","73500","0.008304597234725953","0.008304597234725953","0.008304597234725953","73500","73500","73500","0.01193461338058114","0.01193461338058114","0.01193461338058114","73500","73500","73500","0.0020559014320373535","0.0020559014320373535","0.0020559014320373535"
"73750","73750","73750","73750","0.0014987020439468325","0.0014987020439468325","0.0014987020439468325","73750","73750","73750","0.008529518833011389","0.008529518833011389","0.008529518833011389","73750","73750","73750","0.011832221027463674","0.011832221027463674","0.011832221027463674","73750","73750","73750","0.0020447532327845692","0.0020447532327845692","0.0020447532327845692"
"74000","74000","74000","74000","0.0015772969857789575","0.0015772969857789575","0.0015772969857789575","74000","74000","74000","0.008312966860830783","0.008312966860830783","0.008312966860830783","74000","74000","74000","0.011781679852306843","0.011781679852306843","0.011781679852306843","74000","74000","74000","0.0020401868373155596","0.0020401868373155596","0.0020401868373155596"
"74250","74250","74250","74250","0.0015185072961263358","0.0015185072961263358","0.0015185072961263358","74250","74250","74250","0.008296802423149348","0.008296802423149348","0.008296802423149348","74250","74250","74250","0.011689760978519917","0.011689760978519917","0.011689760978519917","74250","74250","74250","0.00203987179081887","0.00203987179081887","0.00203987179081887"
"74500","74500","74500","74500","0.0015434364856220782","0.0015434364856220782","0.0015434364856220782","74500","74500","74500","0.008294309821352363","0.008294309821352363","0.008294309821352363","74500","74500","74500","0.01173987091332674","0.01173987091332674","0.01173987091332674","74500","74500","74500","0.0020403899831697345","0.0020403899831697345","0.0020403899831697345"
"74750","74750","74750","74750","0.0017832343557849526","0.0017832343557849526","0.0017832343557849526","74750","74750","74750","0.008342425728589297","0.008342425728589297","0.008342425728589297","74750","74750","74750","0.011772786442190408","0.011772786442190408","0.011772786442190408","74750","74750","74750","0.0020411441039294006","0.0020411441039294006","0.0020411441039294006"
"75001","75001","75001","75001","0.0015385912763886153","0.0015385912763886153","0.0015385912763886153","75001","75001","75001","0.008564327322691679","0.008564327322691679","0.008564327322691679","75001","75001","75001","0.011720699894428253","0.011720699894428253","0.011720699894428253","75001","75001","75001","0.0020359247306361793","0.0020359247306361793","0.0020359247306361793"
"75250","75250","75250","75250","0.001515412668325007","0.001515412668325007","0.001515412668325007","75250","75250","75250","0.008349359611421824","0.008349359611421824","0.008349359611421824","75250","75250","75250","0.011858484505861997","0.011858484505861997","0.011858484505861997","75250","75250","75250","0.002033151554130018","0.002033151554130018","0.002033151554130018"
"75500","75500","75500","75500","0.001502623845823109","0.001502623845823109","0.001502623845823109","75500","75500","75500","0.008201425483822822","0.008201425483822822","0.008201425483822822","75500","75500","75500","0.01172981227785349","0.01172981227785349","0.01172981227785349","75500","75500","75500","0.002035084750317037","0.002035084750317037","0.002035084750317037"
"75750","75750","75750","75750","0.0015073299583047628","0.0015073299583047628","0.0015073299583047628","75750","75750","75750","0.008272728388011456","0.008272728388011456","0.008272728388011456","75750","75750","75750","0.011684256516396999","0.011684256516396999","0.011684256516396999","75750","75750","75750","0.0020350808594375848","0.0020350808594375848","0.0020350808594375848"
"76000","76000","76000","76000","0.001563631855417043","0.001563631855417043","0.001563631855417043","76000","76000","76000","0.008226060096919537","0.008226060096919537","0.008226060096919537","76000","76000","76000","0.011685654179751873","0.011685654179751873","0.011685654179751873","76000","76000","76000","0.0020224112711846828","0.0020224112711846828","0.0020224112711846828"
"76250","76250","76250","76250","0.0015441300956532359","0.0015441300956532359","0.0015441300956532359","76250","76250","76250","0.008237559738010169","0.008237559738010169","0.008237559738010169","76250","76250","76250","0.011686178634315729","0.011686178634315729","0.011686178634315729","76250","76250","76250","0.0020256478801369666","0.0020256478801369666","0.0020256478801369666"
"76500","76500","76500","76500","0.0015048631980083883","0.0015048631980083883","0.0015048631980083883","76500","76500","76500","0.008978947338461876","0.008978947338461876","0.008978947338461876","76500","76500","76500","0.011843979844450951","0.011843979844450951","0.011843979844450951","76500","76500","76500","0.002018305555358529","0.002018305555358529","0.002018305555358529"
"76750","76750","76750","76750","0.0014999897877685726","0.0014999897877685726","0.0014999897877685726","76750","76750","76750","0.008451046439632773","0.008451046439632773","0.008451046439632773","76750","76750","76750","0.011657354602217675","0.011657354602217675","0.011657354602217675","76750","76750","76750","0.002021678772754967","0.002021678772754967","0.002021678772754967"
"77000","77000","77000","77000","0.001562743235565722","0.001562743235565722","0.001562743235565722","77000","77000","77000","0.0083372124414891","0.0083372124414891","0.0083372124414891","77000","77000","77000","0.011674420479685067","0.011674420479685067","0.011674420479685067","77000","77000","77000","0.0020222850183025","0.0020222850183025","0.0020222850183025"
"77250","77250","77250","77250","0.001520862425584346","0.001520862425584346","0.001520862425584346","77250","77250","77250","0.008284630854427814","0.008284630854427814","0.008284630854427814","77250","77250","77250","0.011633123972266913","0.011633123972266913","0.011633123972266913","77250","77250","77250","0.0020144611489027737","0.0020144611489027737","0.0020144611489027737"
"77500","77500","77500","77500","0.0015329768422059715","0.0015329768422059715","0.0015329768422059715","77500","77500","77500","0.008274798671901226","0.008274798671901226","0.008274798671901226","77500","77500","77500","0.011592040659487247","0.011592040659487247","0.011592040659487247","77500","77500","77500","0.002013792275264859","0.002013792275264859","0.002013792275264859"
"77750","77750","77750","77750","0.0015106339762918652","0.0015106339762918652","0.0015106339762918652","77750","77750","77750","0.008267608463764191","0.008267608463764191","0.008267608463764191","77750","77750","77750","0.011635928951203823","0.011635928951203823","0.011635928951203823","77750","77750","77750","0.002015240716934204","0.002015240716934204","0.002015240716934204"
"78000","78000","78000","78000","0.0015035214129835368","0.0015035214129835368","0.0015035214129835368","78000","78000","78000","0.008235373646765947","0.008235373646765947","0.008235373646765947","78000","78000","78000","0.011619009068608284","0.011619009068608284","0.011619009068608284","78000","78000","78000","0.0020131792813539505","0.0020131792813539505","0.0020131792813539505"
"78250","78250","78250","78250","0.0014948566396720707","0.0014948566396720707","0.0014948566396720707","78250","78250","78250","0.008333470024541021","0.008333470024541021","0.008333470024541021","78250","78250","78250","0.011555779548361898","0.011555779548361898","0.011555779548361898","78250","78250","78250","0.0020100392185151577","0.0020100392185151577","0.0020100392185151577"
"78500","78500","78500","78500","0.0014861178949475288","0.0014861178949475288","0.0014861178949475288","78500","78500","78500","0.008436311911046506","0.008436311911046506","0.008436311911046506","78500","78500","78500","0.011624739147722721","0.011624739147722721","0.011624739147722721","78500","78500","78500","0.002009485582634807","0.002009485582634807","0.002009485582634807"
"78750","78750","78750","78750","0.0014921900380402804","0.0014921900380402804","0.0014921900380402804","78750","78750","78750","0.008253761859983206","0.008253761859983206","0.008253761859983206","78750","78750","78750","0.011591117779165506","0.011591117779165506","0.011591117779165506","78750","78750","78750","0.0020027391191571953","0.0020027391191571953","0.0020027391191571953"
"79000","79000","79000","79000","0.00148561846986413","0.00148561846986413","0.00148561846986413","79000","79000","79000","0.008271657407283783","0.008271657407283783","0.008271657407283783","79000","79000","79000","0.011587011720240115","0.011587011720240115","0.011587011720240115","79000","79000","79000","0.0019995734235271814","0.0019995734235271814","0.0019995734235271814"
"79250","79250","79250","79250","0.001554505144804716","0.001554505144804716","0.001554505144804716","79250","79250","79250","0.008220335392281413","0.008220335392281413","0.008220335392281413","79250","79250","79250","0.011533271395415068","0.011533271395415068","0.011533271395415068","79250","79250","79250","0.0020048359667882323","0.0020048359667882323","0.0020048359667882323"
"79500","79500","79500","79500","0.0014869827560149134","0.0014869827560149134","0.0014869827560149134","79500","79500","79500","0.008266635540127755","0.008266635540127755","0.008266635540127755","79500","79500","79500","0.011564229570329189","0.011564229570329189","0.011564229570329189","79500","79500","79500","0.0019990582302212715","0.0019990582302212715","0.0019990582302212715"
"79750","79750","79750","79750","0.0014819500902667642","0.0014819500902667642","0.0014819500902667642","79750","79750","79750","0.00817320578917861","0.00817320578917861","0.00817320578917861","79750","79750","79750","0.011578389497846365","0.011578389497846365","0.011578389497846365","79750","79750","79750","0.002004287912324071","0.002004287912324071","0.002004287912324071"
"80000","80000","80000","80000","0.0015097260610200465","0.0015097260610200465","0.0015097260610200465","80000","80000","80000","0.00822320752069354","0.00822320752069354","0.00822320752069354","80000","80000","80000","0.011584797374904155","0.011584797374904155","0.011584797374904155","80000","80000","80000","0.0019923027584329246","0.0019923027584329246","0.0019923027584329246"
"80250","80250","80250","80250","0.0014825923713855445","0.0014825923713855445","0.0014825923713855445","80250","80250","80250","0.008162943910807371","0.008162943910807371","0.008162943910807371","80250","80250","80250","0.011537475749105216","0.011537475749105216","0.011537475749105216","80250","80250","80250","0.0019990097298286857","0.0019990097298286857","0.0019990097298286857"
"80500","80500","80500","80500","0.0016076302854344249","0.0016076302854344249","0.0016076302854344249","80500","80500","80500","0.008303023119270801","0.008303023119270801","0.008303023119270801","80500","80500","80500","0.011554678349196911","0.011554678349196911","0.011554678349196911","80500","80500","80500","0.0019992149285972117","0.0019992149285972117","0.0019992149285972117"
"80750","80750","80750","80750","0.0015354219192638993","0.0015354219192638993","0.0015354219192638993","80750","80750","80750","0.008269329710677266","0.008269329710677266","0.008269329710677266","80750","80750","80750","0.011647148344665766","0.011647148344665766","0.011647148344665766","80750","80750","80750","0.001994319636747241","0.001994319636747241","0.001994319636747241"
"81000","81000","81000","81000","0.0015134559953585266","0.0015134559953585266","0.0015134559953585266","81000","81000","81000","0.008236193384975195","0.008236193384975195","0.008236193384975195","81000","81000","81000","0.011531078170239925","0.011531078170239925","0.011531078170239925","81000","81000","81000","0.0019983203599229457","0.0019983203599229457","0.0019983203599229457"
"81250","81250","81250","81250","0.0014889005764387548","0.0014889005764387548","0.0014889005764387548","81250","81250","81250","0.008224271912127733","0.008224271912127733","0.008224271912127733","81250","81250","81250","0.011494357084482909","0.011494357084482909","0.011494357084482909","81250","81250","81250","0.0019894172774627805","0.0019894172774627805","0.0019894172774627805"
"81500","81500","81500","81500","0.0014929348949342966","0.0014929348949342966","0.0014929348949342966","81500","81500","81500","0.00829616796001792","0.00829616796001792","0.00829616796001792","81500","81500","81500","0.011542109133303165","0.011542109133303165","0.011542109133303165","81500","81500","81500","0.0019905371360480787","0.0019905371360480787","0.0019905371360480787"
"81750","81750","81750","81750","0.0014802177920006216","0.0014802177920006216","0.0014802177920006216","81750","81750","81750","0.008257651172578335","0.008257651172578335","0.008257651172578335","81750","81750","81750","0.011530188891291619","0.011530188891291619","0.011530188891291619","81750","81750","81750","0.0019885190362110734","0.0019885190362110734","0.0019885190362110734"
"82000","82000","82000","82000","0.0014760949710384012","0.0014760949710384012","0.0014760949710384012","82000","82000","82000","0.00817911598533392","0.00817911598533392","0.00817911598533392","82000","82000","82000","0.01144587139710784","0.01144587139710784","0.01144587139710784","82000","82000","82000","0.0019883542843163013","0.0019883542843163013","0.0019883542843163013"
"82250","82250","82250","82250","0.0014774252862669527","0.0014774252862669527","0.0014774252862669527","82250","82250","82250","0.00816868908777833","0.00816868908777833","0.00816868908777833","82250","82250","82250","0.011486286263912916","0.011486286263912916","0.011486286263912916","82250","82250","82250","0.001989724780060351","0.001989724780060351","0.001989724780060351"
"82500","82500","82500","82500","0.0014958997549489141","0.0014958997549489141","0.0014958997549489141","82500","82500","82500","0.00824909636043012","0.00824909636043012","0.00824909636043012","82500","82500","82500","0.01149561311751604","0.01149561311751604","0.01149561311751604","82500","82500","82500","0.00197972079385072","0.00197972079385072","0.00197972079385072"
"82750","82750","82750","82750","0.0025288858691230416","0.0025288858691230416","0.0025288858691230416","82750","82750","82750","0.008208949503302573","0.008208949503302573","0.008208949503302573","82750","82750","82750","0.011538425415754318","0.011538425415754318","0.011538425415754318","82750","82750","82750","0.001981548915244639","0.001981548915244639","0.001981548915244639"
"83000","83000","83000","83000","0.0017460010739043354","0.0017460010739043354","0.0017460010739043354","83000","83000","83000","0.008247267705202102","0.008247267705202102","0.008247267705202102","83000","83000","83000","0.011491558094322682","0.011491558094322682","0.011491558094322682","83000","83000","83000","0.0019808998085558416","0.0019808998085558416","0.0019808998085558416"
"83250","83250","83250","83250","0.0016282170290127396","0.0016282170290127396","0.0016282170290127396","83250","83250","83250","0.008137565442174673","0.008137565442174673","0.008137565442174673","83250","83250","83250","0.011592283892631531","0.011592283892631531","0.011592283892631531","83250","83250","83250","0.0019793301543220877","0.0019793301543220877","0.0019793301543220877"
"83500","83500","83500","83500","0.0015726792904548347","0.0015726792904548347","0.0015726792904548347","83500","83500","83500","0.00819367531351745","0.00819367531351745","0.00819367531351745","83500","83500","83500","0.011479814006388188","0.011479814006388188","0.011479814006388188","83500","83500","83500","0.001974842052347958","0.001974842052347958","0.001974842052347958"
"83750","83750","83750","83750","0.0015433213088661432","0.0015433213088661432","0.0015433213088661432","83750","83750","83750","0.008160193283483386","0.008160193283483386","0.008160193283483386","83750","83750","83750","0.011429083360359072","0.011429083360359072","0.011429083360359072","83750","83750","83750","0.0019769036270678043","0.0019769036270678043","0.0019769036270678043"
"84000","84000","84000","84000","0.001527245463989675","0.001527245463989675","0.001527245463989675","84000","84000","84000","0.008172080007568002","0.008172080007568002","0.008172080007568002","84000","84000","84000","0.011401591090857983","0.011401591090857983","0.011401591090857983","84000","84000","84000","0.001976037629134953","0.001976037629134953","0.001976037629134953"
